,id,id_str,name,screen_name,location,profile_location,description,url,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,entities.url.urls,entities.description.urls,status.created_at,status.id,status.id_str,status.text,status.truncated,status.entities.hashtags,status.entities.symbols,status.entities.user_mentions,status.entities.urls,status.source,status.in_reply_to_status_id,status.in_reply_to_status_id_str,status.in_reply_to_user_id,status.in_reply_to_user_id_str,status.in_reply_to_screen_name,status.geo,status.coordinates,status.place,status.contributors,status.is_quote_status,status.retweet_count,status.favorite_count,status.favorited,status.retweeted,status.lang,profile_banner_url,status.entities.media,status.extended_entities.media,status.possibly_sensitive,status.retweeted_status.created_at,status.retweeted_status.id,status.retweeted_status.id_str,status.retweeted_status.text,status.retweeted_status.truncated,status.retweeted_status.entities.hashtags,status.retweeted_status.entities.symbols,status.retweeted_status.entities.user_mentions,status.retweeted_status.entities.urls,status.retweeted_status.entities.media,status.retweeted_status.extended_entities.media,status.retweeted_status.source,status.retweeted_status.in_reply_to_status_id,status.retweeted_status.in_reply_to_status_id_str,status.retweeted_status.in_reply_to_user_id,status.retweeted_status.in_reply_to_user_id_str,status.retweeted_status.in_reply_to_screen_name,status.retweeted_status.geo,status.retweeted_status.coordinates,status.retweeted_status.place,status.retweeted_status.contributors,status.retweeted_status.is_quote_status,status.retweeted_status.retweet_count,status.retweeted_status.favorite_count,status.retweeted_status.favorited,status.retweeted_status.retweeted,status.retweeted_status.possibly_sensitive,status.retweeted_status.lang,status.retweeted_status.quoted_status_id,status.retweeted_status.quoted_status_id_str,status.quoted_status_id,status.quoted_status_id_str,profile_location.id,profile_location.url,profile_location.place_type,profile_location.name,profile_location.full_name,profile_location.country_code,profile_location.country,profile_location.contained_within,profile_location.bounding_box,status.geo.type,status.geo.coordinates,status.coordinates.type,status.coordinates.coordinates,status.place.id,status.place.url,status.place.place_type,status.place.name,status.place.full_name,status.place.country_code,status.place.country,status.place.contained_within,status.place.bounding_box.type,status.place.bounding_box.coordinates
0,406545803,406545803,little cow,littlecow4,,,,,False,51,291,0,Sun Nov 06 21:16:16 +0000 2011,446,,,False,False,5432,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/807890132514799617/d-1Ur8E__normal.jpg,https://pbs.twimg.com/profile_images/807890132514799617/d-1Ur8E__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,[],Wed Nov 18 13:18:16 +0000 2020,1.3290512986044744e+18,1329051298604474369,@giuliocolecchia @AlexReDiRoma1 @VaniaDelli Si fosse mai sentito parlare anche di doveri ... 🤷,False,[],[],"[{'screen_name': 'giuliocolecchia', 'name': '𝙂𝙞𝙪𝙡𝙞𝙤 𝘾𝙤𝙡𝙚𝙘𝙘𝙝𝙞𝙖', 'id': 152336863, 'id_str': '152336863', 'indices': [0, 16]}, {'screen_name': 'AlexReDiRoma1', 'name': 'Alex👑diRoma 🇮🇹', 'id': 1166399471095296001, 'id_str': '1166399471095296001', 'indices': [17, 31]}, {'screen_name': 'VaniaDelli', 'name': 'Vania Delli', 'id': 2391090577, 'id_str': '2391090577', 'indices': [32, 43]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1329020028860162050,1329020028860162050,152336863,152336863,giuliocolecchia,,,,,False,0.0,0.0,False,False,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,238742992,238742992,Federico Barcherini,fbarcherini,Udine - North East Italy ,,"Temporary Manager, Senior Consultant, Senior Trainer",https://t.co/dEqRy35XSL,False,353,635,25,Sat Jan 15 23:05:31 +0000 2011,58,,,True,False,3137,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/476318024085946368/zF0gH4Jh_normal.jpeg,https://pbs.twimg.com/profile_images/476318024085946368/zF0gH4Jh_normal.jpeg,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/dEqRy35XSL', 'expanded_url': 'http://www.federicobarcherini.wordpress.com', 'display_url': 'federicobarcherini.wordpress.com', 'indices': [0, 23]}]",[],Mon Nov 02 11:45:40 +0000 2020,1.323229788715311e+18,1323229788715311104,Capitolo 4 Gli strumenti. -  ppt scaricare https://t.co/cVj3B2PmQ3,False,[],[],[],"[{'url': 'https://t.co/cVj3B2PmQ3', 'expanded_url': 'https://slideplayer.it/slide/13291321/#.X5_xXNl67XE.twitter', 'display_url': 'slideplayer.it/slide/13291321…', 'indices': [43, 66]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0.0,0.0,False,False,it,https://pbs.twimg.com/profile_banners/238742992/1567756596,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,465839332,465839332,Dario Tion - IV3GLQ,TionDario,"Tricesimo, Udine",,"imprenditore, radioamatore",https://t.co/YQuIFPEwK4,False,363,1569,18,Mon Jan 16 19:58:04 +0000 2012,9437,,,True,False,3487,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/549680123432009728/J6T23THt_normal.jpeg,https://pbs.twimg.com/profile_images/549680123432009728/J6T23THt_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/YQuIFPEwK4', 'expanded_url': 'http://dariotion.wordpress.com', 'display_url': 'dariotion.wordpress.com', 'indices': [0, 23]}]",[],Tue Nov 17 16:43:50 +0000 2020,1.3287406423490683e+18,1328740642349068288,RT @Labbufala: Già in viaggio per la #Calabria il nuovo commissario. https://t.co/K8x0WaGTAh,False,"[{'text': 'Calabria', 'indices': [37, 46]}]",[],"[{'screen_name': 'Labbufala', 'name': 'BufalaNews', 'id': 1450283846, 'id_str': '1450283846', 'indices': [3, 13]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,141.0,0.0,False,False,it,,"[{'id': 1328715197763244034, 'id_str': '1328715197763244034', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'media_url_https': 'https://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'url': 'https://t.co/K8x0WaGTAh', 'display_url': 'pic.twitter.com/K8x0WaGTAh', 'expanded_url': 'https://twitter.com/Labbufala/status/1328715221184213007/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}}, 'source_status_id': 1328715221184213007, 'source_status_id_str': '1328715221184213007', 'source_user_id': 1450283846, 'source_user_id_str': '1450283846'}]","[{'id': 1328715197763244034, 'id_str': '1328715197763244034', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'media_url_https': 'https://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'url': 'https://t.co/K8x0WaGTAh', 'display_url': 'pic.twitter.com/K8x0WaGTAh', 'expanded_url': 'https://twitter.com/Labbufala/status/1328715221184213007/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}}, 'source_status_id': 1328715221184213007, 'source_status_id_str': '1328715221184213007', 'source_user_id': 1450283846, 'source_user_id_str': '1450283846'}]",False,Tue Nov 17 15:02:49 +0000 2020,1.328715221184213e+18,1328715221184213007,Già in viaggio per la #Calabria il nuovo commissario. https://t.co/K8x0WaGTAh,False,"[{'text': 'Calabria', 'indices': [22, 31]}]",[],[],[],"[{'id': 1328715197763244034, 'id_str': '1328715197763244034', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'media_url_https': 'https://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'url': 'https://t.co/K8x0WaGTAh', 'display_url': 'pic.twitter.com/K8x0WaGTAh', 'expanded_url': 'https://twitter.com/Labbufala/status/1328715221184213007/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}}}]","[{'id': 1328715197763244034, 'id_str': '1328715197763244034', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'media_url_https': 'https://pbs.twimg.com/media/EnCLbrpXUAIIp7t.png', 'url': 'https://t.co/K8x0WaGTAh', 'display_url': 'pic.twitter.com/K8x0WaGTAh', 'expanded_url': 'https://twitter.com/Labbufala/status/1328715221184213007/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 400, 'h': 300, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 300, 'resize': 'fit'}, 'small': {'w': 400, 'h': 300, 'resize': 'fit'}}}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,141.0,1060.0,False,False,False,it,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,599456533,599456533,Gian Luca Gortani,glgortani,,,"Segretario di Confartigianato-Imprese Udine
#artigianato #imprese #innovazione",http://t.co/h3jWckj4Gk,False,2024,1324,96,Mon Jun 04 18:24:50 +0000 2012,13768,,,True,False,18082,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/2281213495/iz6eq2rmivrbq3692gkj_normal.jpeg,https://pbs.twimg.com/profile_images/2281213495/iz6eq2rmivrbq3692gkj_normal.jpeg,0099CC,FFFFFF,F6FFD1,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/h3jWckj4Gk', 'expanded_url': 'http://www.confartigianatoudine.com', 'display_url': 'confartigianatoudine.com', 'indices': [0, 22]}]",[],Wed Nov 18 16:35:46 +0000 2020,1.3291009981708575e+18,1329100998170857473,"📣 #Spostamenti tra #comuni contigui in Friuli Venezia Giulia: possibili anche per recarsi dalla #parrucchiera, dall… https://t.co/1n7tiAq0wp",True,"[{'text': 'Spostamenti', 'indices': [2, 14]}, {'text': 'comuni', 'indices': [19, 26]}, {'text': 'parrucchiera', 'indices': [96, 109]}]",[],[],"[{'url': 'https://t.co/1n7tiAq0wp', 'expanded_url': 'https://twitter.com/i/web/status/1329100998170857473', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0.0,1.0,False,False,it,https://pbs.twimg.com/profile_banners/599456533/1351153040,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2990200295,2990200295,FINEST,FinestPN,Pordenone,,FINEST SpA è la Società Finanziaria per l’internazionalizzazione                        delle imprese del Nord-Est italiano.,http://t.co/QqprW2McVu,False,474,877,17,Wed Jan 21 16:48:13 +0000 2015,212,,,True,False,364,,False,False,False,203874,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/557943100274786304/Dm9nq5Ya_normal.jpeg,https://pbs.twimg.com/profile_images/557943100274786304/Dm9nq5Ya_normal.jpeg,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/QqprW2McVu', 'expanded_url': 'http://www.finest.it', 'display_url': 'finest.it', 'indices': [0, 22]}]",[],Wed Nov 18 17:02:30 +0000 2020,1.329107729269584e+18,1329107729269583874,"Finest distribuisce gli utili afferenti all’esercizio 2019 pari a 132,7 mila euro. https://t.co/pkDjkiZIgI",False,[],[],[],"[{'url': 'https://t.co/pkDjkiZIgI', 'expanded_url': 'https://www.linkedin.com/feed/update/urn:li:activity:6734872205932470272', 'display_url': 'linkedin.com/feed/update/ur…', 'indices': [83, 106]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0.0,1.0,False,False,it,https://pbs.twimg.com/profile_banners/2990200295/1421918871,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,144821473,144821473,Trentino as a Lab,taslab,"Trento, Italy",,La rete territoriale che promuove i servizi innovativi ICT per la Pubblica Amministrazione trentina #innovazione #ICT #Trentino,http://t.co/EFrgteIRbW,False,2831,1565,203,Mon May 17 11:41:09 +0000 2010,6891,,,True,False,7032,,False,False,False,68A400,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1717453278/TasLab_normal.png,https://pbs.twimg.com/profile_images/1717453278/TasLab_normal.png,54B880,AACDB7,6D8D88,301C37,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/EFrgteIRbW', 'expanded_url': 'http://www.taslab.eu', 'display_url': 'taslab.eu', 'indices': [0, 22]}]",[],Tue Nov 17 21:09:59 +0000 2020,1.3288076216300585e+18,1328807621630058504,RT @OpenContent_IT: 💪,False,[],[],"[{'screen_name': 'OpenContent_IT', 'name': 'Opencontent', 'id': 529562963, 'id_str': '529562963', 'indices': [3, 18]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,1.0,0.0,False,False,und,https://pbs.twimg.com/profile_banners/144821473/1347985639,,,,Tue Nov 17 16:53:59 +0000 2020,1.3287431945285427e+18,1328743194528542723,💪 https://t.co/0rugdKUD7F,False,[],[],[],"[{'url': 'https://t.co/0rugdKUD7F', 'expanded_url': 'https://twitter.com/lorello/status/1328740564028829697', 'display_url': 'twitter.com/lorello/status…', 'indices': [2, 25]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,1.0,5.0,False,False,False,und,1.3287405640288297e+18,1328740564028829697,1.3287405640288297e+18,1328740564028829697,,,,,,,,,,,,,,,,,,,,,,,
0,103833877,103833877,oscarpuntel,oscarpuntel,"Genova, Liguria",,"journalist, globetrotter. Now at @tgrLiguria",,False,539,436,12,Mon Jan 11 11:56:15 +0000 2010,275,,,True,False,1439,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1300739354344775680/VwzDyJkV_normal.jpg,https://pbs.twimg.com/profile_images/1300739354344775680/VwzDyJkV_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,[],Tue Sep 01 10:16:57 +0000 2020,1.300739412859515e+18,1300739412859514886,#NuovaFotoProfilo https://t.co/JF6UxSfcCd,False,"[{'text': 'NuovaFotoProfilo', 'indices': [0, 17]}]",[],[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0.0,4.0,False,False,und,,"[{'id': 1300739408589660160, 'id_str': '1300739408589660160', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/Eg0nmbpWoAAl4Jo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eg0nmbpWoAAl4Jo.jpg', 'url': 'https://t.co/JF6UxSfcCd', 'display_url': 'pic.twitter.com/JF6UxSfcCd', 'expanded_url': 'https://twitter.com/oscarpuntel/status/1300739412859514886/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}, 'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}}}]","[{'id': 1300739408589660160, 'id_str': '1300739408589660160', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/Eg0nmbpWoAAl4Jo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eg0nmbpWoAAl4Jo.jpg', 'url': 'https://t.co/JF6UxSfcCd', 'display_url': 'pic.twitter.com/JF6UxSfcCd', 'expanded_url': 'https://twitter.com/oscarpuntel/status/1300739412859514886/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}, 'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}}}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2349084513,2349084513,matteo ametis,Maametis,"Venezia, Veneto",,,,False,56,380,0,Mon Feb 17 18:10:11 +0000 2014,6,,,False,False,24,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1297938962976309249/oUedbkLI_normal.jpg,https://pbs.twimg.com/profile_images/1297938962976309249/oUedbkLI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,[],Mon Dec 03 14:32:28 +0000 2018,1.0696002597839708e+18,1069600259783970818,"RT @fablabimpresa: Ci vediamo a @MSelvadicadore il 2 Gennaio!

@valfiorentina a sostegno del #CuoreDojo per le popolazioni colpite dall'ult…",False,"[{'text': 'CuoreDojo', 'indices': [93, 103]}]",[],"[{'screen_name': 'fablabimpresa', 'name': 'FabLab #Belluno', 'id': 710877780964151296, 'id_str': '710877780964151296', 'indices': [3, 17]}, {'screen_name': 'MSelvadicadore', 'name': 'MUSEO SELVADICADORE', 'id': 3155739395, 'id_str': '3155739395', 'indices': [32, 47]}, {'screen_name': 'valfiorentina', 'name': 'selva di cadore', 'id': 3410563623, 'id_str': '3410563623', 'indices': [63, 77]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,10.0,0.0,False,False,it,,,,,Mon Dec 03 13:39:35 +0000 2018,1.0695869481913836e+18,1069586948191383553,"Ci vediamo a @MSelvadicadore il 2 Gennaio!

@valfiorentina a sostegno del #CuoreDojo per le popolazioni colpite dal… https://t.co/NNVv5KvkYo",True,"[{'text': 'CuoreDojo', 'indices': [74, 84]}]",[],"[{'screen_name': 'MSelvadicadore', 'name': 'MUSEO SELVADICADORE', 'id': 3155739395, 'id_str': '3155739395', 'indices': [13, 28]}, {'screen_name': 'valfiorentina', 'name': 'selva di cadore', 'id': 3410563623, 'id_str': '3410563623', 'indices': [44, 58]}]","[{'url': 'https://t.co/NNVv5KvkYo', 'expanded_url': 'https://twitter.com/i/web/status/1069586948191383553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,10.0,13.0,False,False,False,it,,,,,d25aff1fea1c4394,https://api.twitter.com/1.1/geo/id/d25aff1fea1c4394.json,unknown,"Venezia, Veneto","Venezia, Veneto",,,[],,,,,,,,,,,,,,,
0,17387363,17387363,Claudia Baracchini,claudbini,Italy,,Techno Seed_ Friuli Innovazione,,False,211,440,8,Fri Nov 14 13:42:25 +0000 2008,64,,,True,False,307,,False,False,False,F4E3EB,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/378800000501015908/95e3bbd93a3f3080f0d9f1f3a0f6cc7c_normal.jpeg,https://pbs.twimg.com/profile_images/378800000501015908/95e3bbd93a3f3080f0d9f1f3a0f6cc7c_normal.jpeg,D6CBD1,4C4B46,8AB5AB,B2C5C1,True,False,False,False,False,False,False,none,,[],Sat Dec 02 07:17:55 +0000 2017,9.368569434564813e+17,936856943456481280,ecco i vincitori #mashup2017 @FriuliInnovazio  https://t.co/mYY1MTG6S5,False,"[{'text': 'mashup2017', 'indices': [17, 28]}]",[],"[{'screen_name': 'FriuliInnovazio', 'name': 'Friuli Innovazione', 'id': 309022841, 'id_str': '309022841', 'indices': [29, 45]}]","[{'url': 'https://t.co/mYY1MTG6S5', 'expanded_url': 'http://www.imagazine.it/notizie-trieste-gorizia-udine-friuli/5330', 'display_url': 'imagazine.it/notizie-triest…', 'indices': [47, 70]}]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1.0,0.0,False,False,it,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,718108213078568960,718108213078568960,TEDxUdine,TEDxUdine,"Udine, Friuli-Venezia Giulia",,,https://t.co/DkMUdY52qM,False,359,109,4,Thu Apr 07 16:08:34 +0000 2016,140,,,False,False,731,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/718108579769802752/2Vcqvglp_normal.jpg,https://pbs.twimg.com/profile_images/718108579769802752/2Vcqvglp_normal.jpg,FF2B06,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/DkMUdY52qM', 'expanded_url': 'http://www.tedxudine.com', 'display_url': 'tedxudine.com', 'indices': [0, 23]}]",[],Wed Nov 18 12:02:16 +0000 2020,1.3290321705523528e+18,1329032170552352768,"- 3 al #TEDxUdineSalon. Oggi condividiamo l'intervento di @enricogaliano nel quale, mettendo a confronto due modi d… https://t.co/iQ61BE4YUP",True,"[{'text': 'TEDxUdineSalon', 'indices': [7, 22]}]",[],"[{'screen_name': 'enricogaliano', 'name': 'enrico galiano', 'id': 23295094, 'id_str': '23295094', 'indices': [58, 72]}]","[{'url': 'https://t.co/iQ61BE4YUP', 'expanded_url': 'https://twitter.com/i/web/status/1329032170552352768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0.0,0.0,False,False,it,https://pbs.twimg.com/profile_banners/718108213078568960/1584607869,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39278373,39278373,Darryl Dunnaway,ddunnaway,"Ponchatoula, LA",,I am me.,https://t.co/gpMGvlhx1q,False,3388,707,29,Mon May 11 16:01:32 +0000 2009,59,,,False,False,661,,False,False,False,7F99B2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/206999820/darryl-bridget_normal.jpg,https://pbs.twimg.com/profile_images/206999820/darryl-bridget_normal.jpg,994015,ECC442,F5DF94,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/gpMGvlhx1q', 'expanded_url': 'http://DarrylD.com', 'display_url': 'DarrylD.com', 'indices': [0, 23]}]",[],Thu Aug 06 17:35:29 +0000 2020,1.2914276880208814e+18,1291427688020881409,"""It's never too late to be who you might have been.""-George Eliot

This quote credited to George Eliot was actually… https://t.co/AKy5QqrdHO",True,[],[],[],"[{'url': 'https://t.co/AKy5QqrdHO', 'expanded_url': 'https://twitter.com/i/web/status/1291427688020881409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",,,,,,,,,,False,0.0,0.0,False,False,en,https://pbs.twimg.com/profile_banners/39278373/1557605052,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29066677,29066677,Rodel,Exodus2009,Hawaii,,Networker and business coach. Entrepreneur! Identity theft expert and equal legal rights advocate. A firm believer of daily personal development.,http://t.co/IZf0GjLyt1,False,894,1586,7,Sun Apr 05 21:20:17 +0000 2009,0,,,False,False,55,,False,False,False,BAB597,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/123257429/m_6d9609f34d5b483080f7db2595f6d711_normal.jpg,https://pbs.twimg.com/profile_images/123257429/m_6d9609f34d5b483080f7db2595f6d711_normal.jpg,787667,DCDACB,DCDACB,626457,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/IZf0GjLyt1', 'expanded_url': 'http://www.greatcareerplan.com/?dreamsdocometrue', 'display_url': 'greatcareerplan.com/?dreamsdocomet…', 'indices': [0, 22]}]",[],Fri Dec 04 05:50:21 +0000 2009,6328954051.0,6328954051,Manny Pacquiao and Floyd Mayweather Jr agree to MEGA-FIGHT March 2009!,False,[],[],[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,2.0,1.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24825275,24825275,Najeeullah Babar,bloggerkhan,"Dallas, Texas",,"Love my family, golf, Web Development, Outsourcing and Traffic Generation.",http://t.co/TLj6L3rmuy,False,42774,56691,500,Tue Mar 17 02:41:56 +0000 2009,6,,,False,False,18889,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/99265261/Najee-bw_normal.jpg,https://pbs.twimg.com/profile_images/99265261/Najee-bw_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/TLj6L3rmuy', 'expanded_url': 'http://www.bloggerkhan.com', 'display_url': 'bloggerkhan.com', 'indices': [0, 22]}]",[],Sat Sep 29 13:34:28 +0000 2018,1.0460304498213315e+18,1046030449821331461,I liked a @YouTube video https://t.co/SkABsq5hP6 Why you must sell on multiple marketplaces - Ecommerce Case Studies / Success /,False,[],[],"[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [10, 18]}]","[{'url': 'https://t.co/SkABsq5hP6', 'expanded_url': 'http://youtu.be/j29QLdw8oe8?a', 'display_url': 'youtu.be/j29QLdw8oe8?a', 'indices': [25, 48]}]","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",,,,,,,,,,False,3.0,8.0,False,False,en,https://pbs.twimg.com/profile_banners/24825275/1471611730,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
